NAME: dataset_50_02
NODES: 50
TYPE: SYMMETRIC
6 21 9.2461
6 22 107.5594
6 23 175.1376
6 24 160.4536
6 25 162.091
6 26 48.77
6 27 145.9903
6 28 133.3588
6 29 80.583
6 30 111.4741
6 31 99.0379
6 32 182.5413
6 33 94.1732
6 34 110.5134
6 35 183.8885
6 36 4.5379
6 37 15.4266
6 38 86.8085
6 39 86.0576
6 40 74.9486
6 41 157.7766
6 42 39.3878
6 43 75.3875
6 44 74.0474
6 45 7.632
6 46 60.7074
6 47 95.1699
6 48 10.413
6 49 45.0047
7 8 50.0768
7 9 184.0372
7 10 140.7974
7 11 45.5076
7 12 122.8946
7 13 196.492
7 14 35.6586
7 15 103.2443
7 16 118.6064
7 17 16.2032
7 18 13.5691
7 19 37.7997
7 20 135.3338
7 21 84.3059
7 22 59.4574
7 23 20.6636
7 24 5.7952
7 25 20.7395
7 26 96.9082
7 27 7.9189
7 28 122.2201
7 29 95.4809
7 30 149.1427
7 31 22.665
7 32 83.7318
7 33 35.7167
7 34 33.1024
7 35 43.3166
7 36 162.3923
7 37 54.8467
7 38 180.5365
7 39 168.3699
7 40 138.1099
7 41 39.1049
7 42 116.501
7 43 161.2148
7 44 12.2916
7 45 91.4603
7 46 109.1774
7 47 159.4894
7 48 152.277
7 49 171.7917
8 9 21.2047
8 10 10.4707
8 11 129.5509
8 12 67.1114
8 13 68.7695
8 14 159.9021
8 15 103.1604
8 16 154.049
8 17 133.1218
8 18 32.4395
8 19 173.8343
8 20 71.1622
8 21 108.2978
8 22 173.4832
8 23 149.3419
8 24 93.0274
8 25 15.8472
8 26 177.7781
8 27 168.1743
8 28 81.0107
8 29 55.3635
8 30 31.3195
8 31 6.5382
8 32 38.9591
8 33 57.5656
8 34 6.5577
8 35 1.4654
8 36 86.1081
8 37 90.8115
8 38 105.0525
8 39 119.1836
8 40 178.3695
8 41 70.7064
8 42 128.6223
8 43 162.1129
8 44 85.0742
8 45 47.9066
8 46 29.2113
8 47 188.0699
8 48 174.3185
8 49 167.1602
9 10 105.0888
9 11 74.8976
9 12 75.8553
9 13 110.7081
9 14 9.862
9 15 185.9356
9 16 180.892
9 17 191.1928
9 18 142.5275
9 19 78.7508
9 20 167.5533
9 21 127.2876
9 22 70.3492
9 23 174.3214
9 24 130.8748
9 25 15.2374
9 26 142.6965
9 27 40.3061
9 28 142.1969
9 29 31.336
9 30 102.2307
9 31 89.7743
9 32 58.1568
9 33 47.9777
9 34 131.2082
9 35 61.8056
9 36 37.9634
9 37 153.1283
9 38 8.0689
9 39 138.977
9 40 164.2479
9 41 196.3669
9 42 113.1065
9 43 51.5844
9 44 132.5826
9 45 129.3369
9 46 3.6874
9 47 179.2948
9 48 183.2325
9 49 79.8331
10 11 105.2475
10 12 47.1275
10 13 8.9931
10 14 92.8249
10 15 90.7189
10 16 4.4146
10 17 134.6019
10 18 180.5703
10 19 182.4593
10 20 23.5272
10 21 19.0402
10 22 195.8766
10 23 146.3999
10 24 168.1573
10 25 128.2176
10 26 20.057
10 27 165.4502
10 28 102.5675
10 29 73.7067
10 30 159.2339
10 31 20.3618
10 32 163.5785
10 33 174.1995
10 34 135.7931
10 35 22.798
10 36 75.0289
10 37 99.4509
10 38 108.7253
10 39 73.7398
10 40 105.2336
10 41 102.4168
10 42 168.9377
10 43 113.1735
10 44 108.6574
10 45 67.6291
10 46 57.202
10 47 155.2012
10 48 176.5706
10 49 121.3049
11 12 193.0755
11 13 72.7728
11 14 184.0976
11 15 147.8554
11 16 152.3306
11 17 49.2775
11 18 96.2728
11 19 183.5212
11 20 107.9125
11 21 74.1194
11 22 176.0689
11 23 87.3699
11 24 175.16
11 25 124.7925
11 26 188.8704
11 27 154.1765
11 28 24.5554
11 29 128.0121
11 30 61.0159
11 31 12.2511
11 32 92.0342
11 33 102.9138
11 34 56.55
11 35 7.8809
11 36 53.0718
11 37 173.8817
11 38 101.0143
11 39 59.3604
11 40 74.0686
11 41 133.1244
11 42 50.3334
11 43 186.4356
11 44 91.1118
11 45 23.1281
11 46 142.5034
11 47 144.7974
11 48 142.6888
11 49 192.1741
12 13 105.559
12 14 156.0237
12 15 44.64
12 16 2.199
12 17 35.7701
12 18 150.9276
12 19 141.3119
12 20 56.1492
12 21 192.1977
12 22 87.5001
12 23 174.7122
12 24 18.0295
12 25 137.9937
12 26 161.2742
12 27 128.8946
12 28 10.1494
12 29 92.3988
12 30 100.2197
12 31 54.9052
12 32 51.5327
12 33 177.3708
12 34 104.7242
12 35 147.7988
12 36 190.5948
12 37 79.7958
12 38 116.3236
12 39 174.3378
12 40 16.2326
12 41 30.8144
12 42 179.2139
12 43 19.5765
12 44 46.5841
12 45 49.6992
12 46 132.204
12 47 170.2392
12 48 116.6211
12 49 60.9192
13 14 61.826
13 15 26.8118
13 16 149.2901
13 17 128.7009
13 18 22.0603
13 19 172.7348
13 20 40.938
13 21 149.9822
13 22 131.09
13 23 180.7376
13 24 48.0669
13 25 63.5349
13 26 87.7522
13 27 101.1393
13 28 111.432
13 29 108.6067
13 30 20.9765
13 31 104.2969
13 32 39.2553
13 33 37.6436
13 34 147.2306
13 35 197.9829
13 36 79.7391
13 37 33.3094
13 38 126.5386
13 39 136.7629
13 40 18.6364
13 41 158.6679
13 42 117.1263
13 43 73.8031
13 44 125.2003
13 45 25.6366
13 46 155.0927
13 47 17.3603
13 48 63.0573
13 49 118.409
14 15 15.5612
14 16 108.1916
14 17 145.1719
14 18 122.269
14 19 1.8362
14 20 160.5197
14 21 144.4403
14 22 153.8977
14 23 52.8279
14 24 24.6357
14 25 172.8742
14 26 193.2839
14 27 137.8582
14 28 120.5563
14 29 106.3641
14 30 52.3505
14 31 181.8802
14 32 75.0068
14 33 87.6399
14 34 185.477
14 35 108.142
14 36 28.9239
14 37 112.783
14 38 180.7706
14 39 28.2138
14 40 138.5464
14 41 175.658
14 42 162.7821
14 43 46.2108
14 44 52.9764
14 45 36.0756
14 46 63.1639
14 47 100.3983
14 48 25.5306
14 49 195.3708
15 16 26.1998
15 17 178.7535
15 18 89.9956
15 19 10.6453
15 20 138.3932
15 21 10.5926
15 22 47.9645
15 23 136.4804
15 24 72.7757
15 25 90.9948
15 26 28.9943
15 27 83.5476
15 28 3.6638
15 29 58.5191
15 30 72.1673
15 31 53.4635
15 32 131.0888
15 33 149.3299
15 34 41.2269
15 35 196.9198
15 36 17.4421
15 37 161.8905
15 38 63.9118
15 39 122.0438
15 40 171.4616
15 41 11.5717
15 42 30.4863
15 43 44.6301
15 44 81.9526
15 45 158.5393
15 46 148.5076
15 47 40.903
15 48 113.2375
15 49 11.4634
16 17 162.0762
16 18 113.7526
16 19 23.7057
16 20 45.3526
16 21 107.9392
16 22 177.878
16 23 176.4507
16 24 197.1276
16 25 51.911
16 26 178.5706
16 27 72.5332
16 28 96.9781
16 29 24.1134
16 30 167.356
16 31 146.487
16 32 49.7799
16 33 75.6814
16 34 91.1662
16 35 195.5792
16 36 106.734
16 37 111.7848
16 38 195.594
16 39 187.2798
16 40 107.5155
16 41 189.7879
16 42 138.3331
16 43 178.9485
16 44 78.017
16 45 185.0673
16 46 5.4048
16 47 109.6113
16 48 101.7004
16 49 109.669
17 18 29.644
17 19 195.4621
17 20 28.1696
17 21 23.8389
17 22 85.2553
17 23 179.7403
17 24 173.1716
17 25 113.8929
17 26 172.3432
17 27 179.9486
17 28 196.9327
17 29 13.931
17 30 132.5093
17 31 194.891
17 32 48.1735
17 33 101.2193
17 34 184.8047
17 35 43.9147
17 36 90.4943
17 37 140.9348
17 38 144.404
17 39 76.833
17 40 11.6444
17 41 64.5439
17 42 175.4683
17 43 101.4238
17 44 57.0885
17 45 117.7347
17 46 67.9023
17 47 57.7996
17 48 136.8625
17 49 136.6272
18 19 85.5993
18 20 59.8768
18 21 103.4154
18 22 39.5866
18 23 180.2618
18 24 147.6191
18 25 190.3529
18 26 194.299
18 27 171.6256
18 28 168.7017
18 29 174.6741
18 30 10.1382
18 31 112.6358
18 32 144.6393
18 33 97.7367
18 34 67.5645
18 35 14.4733
18 36 2.5946
18 37 165.6274
18 38 174.104
18 39 48.2517
18 40 59.2067
18 41 67.392
18 42 37.6439
18 43 116.6931
18 44 32.9471
18 45 4.2714
18 46 61.106
18 47 134.0361
18 48 41.576
18 49 106.7845
19 20 94.7723
19 21 171.4861
19 22 37.8229
19 23 154.928
19 24 79.5852
19 25 153.0603
19 26 128.4597
19 27 62.0726
19 28 108.7701
19 29 68.5321
19 30 126.8724
19 31 60.5717
19 32 80.7925
19 33 21.7682
19 34 43.4382
19 35 141.7408
19 36 119.4244
19 37 82.2319
19 38 27.267
19 39 141.1634
19 40 112.876
19 41 91.1583
19 42 88.756
19 43 44.3624
19 44 125.0472
19 45 134.7507
19 46 119.9395
19 47 170.266
19 48 86.592
19 49 1.653
20 21 185.6329
20 22 80.9538
20 23 67.537
20 24 166.9227
20 25 174.4288
20 26 31.4888
20 27 126.5261
20 28 172.6704
20 29 130.8457
20 30 90.1778
20 31 16.941
20 32 111.1317
20 33 138.5828
20 34 188.2324
20 35 72.3451
20 36 161.7173
20 37 100.3576
20 38 193.2723
20 39 149.0452
20 40 24.0024
20 41 105.3829
20 42 27.4071
20 43 155.6061
20 44 66.022
20 45 6.6826
20 46 81.3621
20 47 66.2809
20 48 62.1152
20 49 16.5921
21 22 187.4652
21 23 24.2172
21 24 113.9574
21 25 18.1011
21 26 23.0367
21 27 104.9259
21 28 159.2677
21 29 9.9313
21 30 41.8945
21 31 171.6163
21 32 146.4145
21 33 81.4261
21 34 135.0861
21 35 181.8088
21 36 83.8311
21 37 106.6494
21 38 142.8879
21 39 50.6221
21 40 116.1848
21 41 153.8105
21 42 49.3912
21 43 60.3979
21 44 94.8964
21 45 22.7025
21 46 101.499
21 47 133.917
21 48 14.1751
21 49 168.2246
22 23 88.3219
22 24 7.6089
22 25 183.5053
22 26 136.5675
22 27 131.3549
22 28 77.4274
22 29 25.3174
22 30 47.7247
22 31 95.5466
22 32 173.5152
22 33 7.476
22 34 148.9998
22 35 50.0644
22 36 14.1064
22 37 108.9444
22 38 171.0859
22 39 42.3556
22 40 112.6482
22 41 178.2047
22 42 4.2367
22 43 42.1986
22 44 102.9946
22 45 159.5455
22 46 146.1242
22 47 124.5085
22 48 46.9686
22 49 42.1134
23 24 56.557
23 25 195.2336
23 26 194.8548
23 27 182.6474
23 28 172.4669
23 29 50.7157
23 30 33.1152
23 31 61.4849
23 32 17.1827
23 33 4.7916
23 34 109.3202
23 35 48.9488
23 36 177.3821
23 37 58.8729
23 38 2.4794
23 39 27.4595
23 40 19.7402
23 41 170.0846
23 42 178.4551
23 43 97.1753
23 44 28.8013
23 45 10.7899
23 46 89.101
23 47 39.194
23 48 21.8537
23 49 197.9297
24 25 62.8321
24 26 114.7356
24 27 182.7322
24 28 129.4225
24 29 19.7075
24 30 174.9913
24 31 188.4382
24 32 149.8699
24 33 6.6164
24 34 92.6763
24 35 20.1332
24 36 32.9957
24 37 69.3775
24 38 160.9818
24 39 115.8798
24 40 43.8018
24 41 21.6879
24 42 74.4734
24 43 16.2453
24 44 106.9401
24 45 49.531
24 46 109.2529
24 47 149.7938
24 48 52.1609
24 49 55.276
25 26 40.2901
25 27 189.6798
25 28 169.1541
25 29 99.4767
25 30 13.4111
25 31 85.0174
25 32 127.7788
25 33 140.2565
25 34 153.8372
25 35 87.8962
25 36 6.9571
25 37 129.0546
25 38 86.3686
25 39 164.8879
25 40 112.7583
25 41 185.4907
25 42 58.7419
25 43 109.1157
25 44 16.3133
25 45 38.1279
25 46 154.5437
25 47 139.105
25 48 15.012
25 49 49.6857
26 27 196.0938
26 28 45.218
26 29 40.2653
26 30 38.4198
26 31 174.1979
26 32 151.2962
26 33 107.0365
26 34 96.0014
26 35 83.5974
26 36 101.6281
26 37 42.1193
26 38 87.4887
26 39 117.7183
26 40 59.3567
26 41 112.937
26 42 32.498
26 43 90.8414
26 44 12.3221
26 45 55.8276
26 46 157.9162
26 47 155.5026
26 48 134.6433
26 49 135.8751
27 28 118.0603
27 29 129.7822
27 30 38.9253
27 31 42.1033
27 32 96.177
27 33 166.7624
27 34 103.9254
27 35 103.4081
27 36 25.6699
27 37 53.7845
27 38 33.6666
27 39 48.8391
27 40 52.7469
27 41 172.163
27 42 55.4725
27 43 84.8732
27 44 53.8072
27 45 36.4339
27 46 170.6676
27 47 69.2538
27 48 162.8154
27 49 11.7534
28 29 140.8867
28 30 138.9864
28 31 68.6593
28 32 83.8025
28 33 6.6092
28 34 102.7484
28 35 112.0925
28 36 123.9331
28 37 158.8045
28 38 29.8491
28 39 96.2349
28 40 92.5916
28 41 123.6912
28 42 52.416
28 43 51.9957
28 44 134.9104
28 45 189.6339
28 46 49.8566
28 47 88.2882
28 48 58.0071
28 49 83.7949
29 30 23.7788
29 31 169.0758
29 32 162.5603
29 33 99.0356
29 34 10.9594
29 35 45.3839
29 36 108.6495
29 37 18.4896
29 38 180.266
29 39 161.9412
29 40 143.0654
29 41 160.9709
29 42 185.519
29 43 11.9885
29 44 131.6438
29 45 17.3887
29 46 104.3763
29 47 50.3712
29 48 104.4638
29 49 28.6194
30 31 91.874
30 32 33.3685
30 33 24.1605
30 34 96.6955
30 35 186.4491
30 36 170.4883
30 37 29.3248
30 38 163.2753
30 39 115.6975
30 40 108.8973
30 41 5.8385
30 42 103.56
30 43 67.1994
30 44 188.3582
30 45 54.5773
30 46 109.1704
30 47 8.7981
30 48 74.1314
30 49 90.5576
31 32 55.2764
31 33 24.9223
31 34 81.0948
31 35 20.4042
31 36 46.2762
31 37 125.9231
31 38 6.393
31 39 76.743
31 40 145.417
31 41 191.3826
31 42 147.2132
31 43 161.5405
31 44 149.7298
31 45 174.6173
31 46 192.9576
31 47 167.9287
31 48 188.866
31 49 190.6239
32 33 33.7217
32 34 56.268
32 35 43.8501
32 36 64.5089
32 37 178.5134
32 38 141.0273
32 39 97.1313
32 40 61.9567
32 41 34.1472
32 42 144.0953
32 43 108.1876
32 44 177.4668
32 45 126.437
32 46 15.5414
32 47 5.1102
32 48 135.352
32 49 128.8644
33 34 101.6041
33 35 194.3923
33 36 131.7981
33 37 95.159
33 38 38.783
33 39 149.8632
33 40 56.2058
33 41 14.5668
33 42 65.1304
33 43 32.0947
33 44 74.258
33 45 181.639
33 46 16.6821
33 47 58.7212
33 48 8.4747
33 49 144.3683
34 35 116.5009
34 36 12.3041
34 37 187.1124
34 38 196.3862
34 39 181.2137
34 40 34.46
34 41 99.9064
34 42 189.8748
34 43 166.573
34 44 2.4599
34 45 41.6043
34 46 79.5849
34 47 91.2954
34 48 151.5724
34 49 65.165
35 36 45.6987
35 37 46.6444
35 38 178.0821
35 39 86.7835
35 40 197.5116
35 41 126.4401
35 42 142.3791
35 43 167.399
35 44 64.186
35 45 167.5002
35 46 26.0629
35 47 97.2898
35 48 128.1572
35 49 182.1842
36 37 12.4039
36 38 114.5922
36 39 129.3208
36 40 57.7969
36 41 44.805
36 42 195.4916
36 43 142.873
36 44 21.0915
36 45 71.1456
36 46 36.4625
36 47 81.6501
36 48 86.9578
36 49 150.3071
37 38 177.5513
37 39 134.0908
37 40 3.489
37 41 120.3634
37 42 71.369
37 43 12.6591
37 44 147.3727
37 45 158.8379
37 46 144.333
37 47 144.7373
37 48 20.8297
37 49 81.1431
38 39 88.1866
38 40 160.9534
38 41 1.748
38 42 86.2314
38 43 193.6077
38 44 28.8001
38 45 77.9934
38 46 115.8405
38 47 4.7419
38 48 184.7462
38 49 173.2998
39 40 97.5971
39 41 44.5579
39 42 54.129
39 43 100.1751
39 44 118.959
39 45 11.5427
39 46 99.8296
39 47 53.2673
39 48 155.6119
39 49 117.9631
40 41 124.0855
40 42 47.0423
40 43 120.4737
40 44 4.6446
40 45 32.0297
40 46 72.4889
40 47 54.4361
40 48 181.2807
40 49 72.984
41 42 115.449
41 43 97.1666
41 44 71.7255
41 45 23.563
41 46 79.9994
41 47 165.0243
41 48 109.2177
41 49 156.4468
42 43 47.2851
42 44 113.7377
42 45 149.9167
42 46 78.3457
42 47 41.1973
42 48 181.5005
42 49 74.3928
43 44 55.3313
43 45 60.9903
43 46 91.7977
43 47 63.7574
43 48 198.6006
43 49 117.9367
44 45 167.8033
44 46 7.9978
44 47 39.0562
44 48 14.1722
44 49 127.4667
45 46 100.8805
45 47 24.7248
45 48 69.1192
45 49 55.1055
46 47 32.4649
46 48 161.0307
46 49 17.5256
47 48 199.1162
47 49 159.2989
48 49 20.7197
