NAME : st70.dat
3 25 28.30194339616981
3 26 53.41348144429457
3 27 29.427877939124322
3 28 52.3450093132096
3 29 42.5440947723653
3 30 47.07440918375928
3 31 14.035668847618199
3 32 53.600373133029585
3 33 45.0111097397076
3 34 49.64876634922564
3 35 57.21887800367987
3 36 47.50789408087881
3 37 39.11521443121589
3 38 68.00735254367721
3 39 57.271284253105414
3 40 18.439088914585774
3 41 10.816653826391969
3 42 29.410882339705484
3 43 31.240998703626616
3 44 66.64082832618455
3 45 59.81638571495272
3 46 45.221676218380054
3 47 71.5122367151245
3 48 37.589892258425
3 49 46.010868281309364
3 50 58.008620049092706
3 51 41.340053217188775
3 52 26.40075756488817
3 53 63.34824385884742
3 54 43.60045871318328
3 55 64.4980619863884
3 56 24.758836806279895
3 57 46.647615158762406
3 58 35.17101079013795
3 59 46.61544808322666
3 60 58.52349955359813
3 61 67.06713054842886
3 62 28.861739379323623
3 63 85.63293758829018
3 64 68.00735254367721
3 65 25.079872407968907
3 66 67.23094525588644
3 67 33.24154027718932
3 68 45.35416188179427
3 69 53.36665625650534
4 5 26.0
4 6 46.66904755831214
4 7 58.83026432033091
4 8 47.53945729601885
4 9 6.0
4 10 41.97618372363071
4 11 24.839484696748443
4 12 39.05124837953327
4 13 61.1310068623117
4 14 48.05205510693585
4 15 25.632011235952593
4 16 32.984845004941285
4 17 33.60059523282288
4 18 55.0
4 19 67.468511173732
4 20 31.240998703626616
4 21 28.635642126552707
4 22 28.319604517012593
4 23 46.84015371452148
4 24 72.42237223399962
4 25 62.625873247404705
4 26 60.728905802755904
4 27 61.29437168288782
4 28 40.36087214122113
4 29 64.38167441127949
4 30 39.96248240537617
4 31 46.32493928760188
4 32 30.463092423455635
4 33 31.89043743820395
4 34 50.695167422546305
4 35 37.21558813185679
4 36 16.0
4 37 30.4138126514911
4 38 62.48199740725323
4 39 56.43580423808985
4 40 29.614185789921695
4 41 34.438350715445125
4 42 34.23448553724738
4 43 49.16299421312742
4 44 64.89992295835181
4 45 66.12866246946176
4 46 20.591260281974
4 47 43.0
4 48 71.61005515987263
4 49 11.40175425099138
4 50 24.698178070456937
4 51 11.40175425099138
4 52 8.94427190999916
4 53 39.84971769034255
4 54 78.10249675906654
4 55 32.7566787083184
4 56 41.593268686170845
4 57 15.0
4 58 34.20526275297414
4 59 20.248456731316587
4 60 54.644304369257
4 61 48.30113870293329
4 62 31.144823004794873
4 63 51.088159097779204
4 64 34.438350715445125
4 65 26.0
4 66 38.01315561749642
4 67 48.0
4 68 39.824615503479755
4 69 45.0
5 6 24.698178070456937
5 7 33.421549934136806
5 8 34.40930106817051
5 9 28.844410203711913
5 10 60.74537019394976
5 11 30.083217912982647
5 12 52.92447448959697
5 13 35.510561809129406
5 14 39.56008088970496
5 15 48.010415536631214
5 16 19.697715603592208
5 17 10.44030650891055
5 18 35.17101079013795
5 19 42.190046219457976
5 20 30.0
5 21 34.9857113690718
5 22 45.89117562233506
5 23 36.68787265568828
5 24 62.68173577685928
5 25 38.28837943815329
5 26 44.04543109109048
5 27 35.510561809129406
5 28 54.78138369920935
5 29 40.11234224026316
5 30 51.0
5 31 21.213203435596427
5 32 39.84971769034255
5 33 31.0
5 34 56.72741841473134
5 35 56.71860364994893
5 36 41.23105625617661
5 37 41.6293165929973
5 38 55.46169849544819
5 39 45.48626166217664
5 40 6.4031242374328485
5 41 8.602325267042627
5 42 17.204650534085253
5 43 25.709920264364882
5 44 54.91812087098393
5 45 50.32891812864648
5 46 42.0
5 47 58.180752831155424
5 48 46.69047011971501
5 49 37.12142238654117
5 50 46.66904755831214
5 51 29.698484809834994
5 52 20.09975124224178
5 53 49.47726750741192
5 54 53.81449618829484
5 55 52.20153254455275
5 56 35.35533905932738
5 57 40.26164427839479
5 58 40.22437072223753
5 59 33.61547262794322
5 60 46.06517122512408
5 61 53.03772242470448
5 62 34.20526275297414
5 63 75.16648189186454
5 64 56.586217403180434
5 65 28.844410203711913
5 66 54.120236510939236
5 67 26.0
5 68 49.73932046178355
5 69 57.245087125446844
6 7 17.11724276862369
6 8 52.172789842982326
6 9 51.088159097779204
6 10 85.0881895447306
6 11 54.70831746635972
6 12 58.077534382926416
6 13 31.064449134018133
6 14 26.92582403567252
6 15 61.84658438426491
6 16 41.012193308819754
6 17 14.317821063276353
6 18 11.0
6 19 38.07886552931954
6 20 53.75872022286245
6 21 39.319206502675
6 22 55.78530272392541
6 23 23.323807579381203
6 24 79.37883848986453
6 25 17.08800749063506
6 26 56.79788728465171
6 27 21.37755832643195
6 28 60.07495318350236
6 29 40.45985664828782
6 30 54.00925846556311
6 31 10.0
6 32 64.51356446515724
6 33 54.74486277268398
6 34 53.85164807134504
6 35 66.49060083951716
6 36 59.07622195096772
6 37 47.38143096192854
6 38 74.52516353554684
6 39 63.06346010171025
6 40 27.294688127912362
6 41 18.110770276274835
6 42 37.013511046643494
6 43 33.12099032335839
6 44 72.12489168102785
6 45 63.06346010171025
6 46 55.94640292279746
6 47 82.85529554590944
6 48 26.570660511172846
6 49 58.0
6 50 70.0
6 51 53.25410782277739
6 52 38.28837943815329
6 53 74.04052944165107
6 54 31.906112267087632
6 55 76.32168761236873
6 56 27.202941017470888
6 57 58.249463516842795
6 58 42.0
6 59 58.137767414994535
6 60 65.11528238439882
6 61 76.79192665899195
6 62 36.05551275463989
6 63 97.67292357659824
6 64 80.0
6 65 33.734255586866
6 66 78.7210264160726
6 67 36.24913792078372
6 68 52.03844732503075
6 69 60.07495318350236
7 8 49.36598018878993
7 9 62.20128616033595
7 10 93.08598175880189
7 11 60.4648658313239
7 12 75.0066663703967
7 13 17.4928556845359
7 14 43.08131845707603
7 15 77.20103626247513
7 16 42.95346318982906
7 17 25.495097567963924
7 18 21.400934559032695
7 19 23.345235059857504
7 20 57.245087125446844
7 21 56.08029957123981
7 22 72.00694410957877
7 23 39.56008088970496
7 24 73.55270219373317
7 25 8.06225774829855
7 26 49.64876634922564
7 27 4.47213595499958
7 28 77.00649323271382
7 29 27.784887978899608
7 30 71.06335201775947
7 31 12.529964086141668
7 32 70.178344238091
7 33 58.137767414994535
7 34 70.83078426785913
7 35 82.87339742040264
7 36 72.91776189653656
7 37 64.1248781675256
7 38 71.02816342831905
7 39 59.00847396772772
7 40 32.64965543462902
7 41 24.839484696748443
7 42 38.48376280978771
7 43 27.018512172212592
7 44 67.11929677819934
7 45 55.31726674375732
7 46 71.16881339463234
7 47 89.30845424706443
7 48 13.601470508735444
7 49 70.178344238091
7 50 79.98124780221924
7 51 63.0317380372777
7 52 51.42956348249516
7 53 78.77182237323191
7 54 21.470910553583888
7 55 84.95881355103778
7 56 44.14748010928823
7 57 72.01388754955533
7 58 59.033888572581766
7 59 65.94694837519019
7 60 62.20128616033595
7 61 79.12016177940993
7 62 53.0
7 63 108.57716150277645
7 64 89.8276126811795
7 65 50.24937810560445
7 66 85.80209787645055
7 67 31.064449134018133
7 68 69.1158447825099
7 69 77.1621668954417
8 9 45.60701700396552
8 10 57.77542730261716
8 11 28.0178514522438
8 12 84.0535543567314
8 13 37.16180835212409
8 14 73.35529974037323
8 15 73.16419889536138
8 16 15.620499351813308
8 17 41.6293165929973
8 18 62.96824596572466
8 19 38.8329756778952
8 20 20.09975124224178
8 21 67.94115100585212
8 22 74.79304780526061
8 23 70.21395872616783
8 24 28.30194339616981
8 25 57.21887800367987
8 26 14.0
8 27 48.05205510693585
8 28 85.70297544426332
8 29 32.01562118716424
8 30 83.24061508662703
8 31 43.289721643826724
8 32 33.52610922848042
8 33 20.223748416156685
8 34 90.52071586106685
8 35 84.52810183601665
8 36 62.6418390534633
8 37 73.40980860893181
8 38 22.360679774997898
8 39 11.180339887498949
8 40 28.30194339616981
8 41 35.4682957019364
8 42 17.204650534085253
8 43 22.561028345356956
8 44 20.591260281974
8 45 18.681541692269406
8 46 68.0294054067798
8 47 50.60632371551998
8 48 61.61168720299745
8 49 54.12947441089743
8 50 53.23532661682466
8 51 41.593268686170845
8 52 47.70744176750625
8 53 37.73592452822641
8 54 69.85699678629192
8 55 52.88667128870941
8 56 69.6419413859206
8 57 61.68468205316454
8 58 73.55270219373317
8 59 37.013511046643494
8 60 13.038404810405298
8 61 33.301651610693426
8 62 67.89698078707183
8 63 79.81227975693966
8 64 60.41522986797286
8 65 62.22539674441618
8 66 49.24428900898052
8 67 18.439088914585774
8 68 82.3286098510111
8 69 89.20201791439474
9 10 36.138621999185304
9 11 20.615528128088304
9 12 43.829214001622255
9 13 62.96824596572466
9 14 53.9351462406472
9 15 28.30194339616981
9 16 32.0624390837628
9 17 37.48332962798263
9 18 59.90826320300064
9 19 68.96375859826666
9 20 27.784887978899608
9 21 34.52535300326414
9 22 32.64965543462902
9 23 52.630789467763066
9 24 69.1158447825099
9 25 66.52818951391959
9 26 59.22837157984339
9 27 64.35060217278468
9 28 45.0
9 29 65.30696746902278
9 30 45.17742799230607
9 31 49.8196748283246
9 32 25.059928172283335
9 33 28.30194339616981
9 34 56.302753041036986
9 35 40.607881008493905
9 36 17.08800749063506
9 37 35.84689665786984
9 38 58.82176467941097
9 39 53.71219600798314
9 40 31.38470965295043
9 41 37.44329045369811
9 42 34.058772731852805
9 43 50.00999900019995
9 44 61.773780845922005
9 45 64.28841264178172
9 46 24.08318915758459
9 47 37.0
9 48 75.28612089887484
9 49 9.055385138137417
9 50 19.235384061671343
9 51 5.830951894845301
9 52 14.560219778561036
9 53 34.17601498127012
9 54 82.07313811473277
9 55 26.92582403567252
9 56 47.51841748206689
9 57 16.15549442140351
9 58 40.024992192379
9 59 14.7648230602334
9 60 51.478150704935004
9 61 43.04648650006177
9 62 37.12142238654117
9 63 46.66904755831214
9 64 29.154759474226502
9 65 32.0
9 66 32.01562118716424
9 67 48.373546489791295
9 68 45.18849411078001
9 69 49.92995093127971
10 11 33.301651610693426
10 12 72.78049189171504
10 13 88.72992730753249
10 14 90.02777349240623
10 15 52.20153254455275
10 16 52.630789467763066
10 17 70.83078426785913
10 18 94.81033698917012
10 19 93.00537618869137
10 20 39.11521443121589
10 21 69.06518659932803
10 22 61.18823416311342
10 23 88.76936408468859
10 24 68.00735254367721
10 25 98.812954616285
10 26 70.83784299369935
10 27 94.17536832951598
10 28 73.24616030891995
10 29 87.36704184073076
10 30 75.95393340703298
10 31 81.60882305241266
10 32 24.698178070456937
10 33 38.58756276314948
10 34 88.56635930193812
10 35 64.25729530566937
10 36 41.593268686170845
10 37 68.18357573492314
10 38 57.0087712549569
10 39 59.43904440685432
10 40 60.440052945046304
10 41 68.81860213634101
10 42 56.72741841473134
10 43 73.40980860893181
10 44 63.198101237299845
10 45 73.24616030891995
10 46 51.78802950489621
10 47 9.219544457292887
10 48 106.66770832824712
10 49 34.0
10 50 18.0
10 51 32.31098884280702
10 52 50.695167422546305
10 53 21.213203435596427
10 54 114.20157617125956
10 55 9.219544457292887
10 56 83.54639429682169
10 57 41.43669871020132
10 58 74.0
10 59 27.202941017470888
10 60 54.91812087098393
10 61 31.064449134018133
10 62 72.24956747275377
10 63 24.08318915758459
10 64 11.661903789690601
10 65 67.60177512462228
10 66 8.54400374531753
10 67 70.21395872616783
10 68 76.6550715869472
10 69 79.07591289387686
11 12 63.89053137985315
11 13 55.44366510251645
11 14 66.27216610312357
11 15 48.82622246293481
11 16 19.4164878389476
11 17 40.52159917870962
11 18 65.25335240430181
11 19 59.90826320300064
11 20 8.06225774829855
11 21 51.894122981316485
11 22 53.03772242470448
11 23 64.07027391856539
11 24 48.76474136094644
11 25 66.73080248281148
11 26 42.01190307520001
11 27 61.220911460055866
11 28 65.19202405202648
11 29 54.589376255824725
11 30 64.63745044476924
11 31 49.64876634922564
11 32 9.848857801796104
11 33 8.246211251235321
11 34 74.70609078247904
11 35 61.220911460055866
11 36 37.21558813185679
11 37 54.91812087098393
11 38 38.27531841800928
11 39 34.20526275297414
11 40 28.178005607210743
11 41 37.16180835212409
11 42 23.430749027719962
11 43 40.22437072223753
11 44 41.6293165929973
11 45 46.17358552246078
11 46 44.68780594300866
11 47 28.844410203711913
11 48 74.06078584514209
11 49 27.730849247724095
11 50 25.317977802344327
11 51 15.264337522473747
11 52 29.546573405388315
11 53 19.4164878389476
11 54 81.83520025025906
11 55 26.419689627245813
11 56 60.67124524847005
11 57 36.359317925395686
11 58 57.697486947006624
11 59 9.0
11 60 31.38470965295043
11 61 24.73863375370596
11 62 53.48831648126533
11 63 52.92447448959697
11 64 33.24154027718932
11 65 47.75981574503821
11 66 25.495097567963924
11 67 37.21558813185679
11 68 64.35060217278468
11 69 69.81403870282824
12 13 85.15867542417507
12 14 38.91015291668744
12 15 21.02379604162864
12 16 68.5054742338158
12 17 52.952809179494906
12 18 59.665735560705194
12 19 92.39588735436226
12 20 70.00714249274856
12 21 19.1049731745428
12 22 11.704699910719626
12 23 40.85339643163099
12 24 110.63453348751464
12 25 74.54528824815154
12 26 95.88013350011565
12 27 79.00632886041473
12 28 2.0
12 29 91.92388155425118
12 30 5.656854249492381
12 31 64.19501538281614
12 32 68.79680225126747
12 33 70.7248188403477
12 34 18.027756377319946
12 35 13.038404810405298
12 36 31.32091952673165
12 37 11.40175425099138
12 38 101.13851887386922
12 39 94.02127418834527
12 40 59.09314681077663
12 41 57.97413216254298
12 42 68.09552114493287
12 43 78.43468620451031
12 44 102.9417310909429
12 45 101.87246929372037
12 46 21.18962010041709
12 47 77.1621668954417
12 48 83.86298349093002
12 49 40.311288741492746
12 50 55.362442142665635
12 51 49.64876634922564
12 52 36.40054944640259
12 53 77.41446893184762
12 54 87.32124598286491
12 55 64.5600495662759
12 56 33.83784863137726
12 57 31.622776601683793
12 58 16.278820596099706
12 59 58.52349955359813
12 60 92.84934033152847
12 61 86.82165628459296
12 62 22.02271554554524
12 63 69.46221994724903
12 64 61.814237842102365
12 65 25.317977802344327
12 66 72.11102550927978
12 67 78.92401408950256
12 68 7.810249675906654
12 69 6.324555320336759
13 14 57.982756057296896
13 15 83.2946576918352
13 16 36.124783736376884
13 17 32.2490309931942
13 18 38.2099463490856
13 19 7.280109889280518
13 20 50.20956084253277
13 21 66.09841147864296
13 22 80.05623023850174
13 23 54.378304497290095
13 24 58.0
13 25 25.079872407968907
13 26 34.0147027033899
13 27 13.92838827718412
13 28 87.13208364316786
13 29 10.295630140987
13 30 82.0
13 31 21.93171219946131
13 32 64.38167441127949
13 33 50.93132631298737
13 34 83.93449827097318
13 35 91.0494371207203
13 36 76.68767828015137
13 37 73.824115301167
13 38 57.0701322935211
13 39 45.12205669071391
13 40 31.622776601683793
13 41 28.0178514522438
13 42 32.01562118716424
13 43 15.620499351813308
13 44 52.23983154643591
13 45 39.11521443121589
13 46 77.23341245859851
13 47 83.43860018001261
13 48 26.019223662515376
13 49 71.78439941937245
13 50 78.39005038906404
13 51 62.16912416947821
13 52 55.57877292636101
13 53 71.58910531638176
13 54 34.0147027033899
13 55 81.60882305241266
13 56 57.697486947006624
13 57 75.7099729229908
13 58 70.09279563550022
13 59 62.68173577685928
13 60 49.040799340956916
13 61 69.6419413859206
13 62 63.788713735268246
13 63 107.18675291284833
13 64 87.66413177577246
13 65 59.841457201508724
13 66 80.72174428244226
13 67 19.4164878389476
13 68 80.2807573457052
13 69 88.29496021857646
14 15 50.99019513592785
14 16 59.23681287847955
14 17 31.906112267087632
14 18 23.194827009486403
14 19 65.0
14 20 68.4470598345904
14 21 24.839484696748443
14 22 41.773197148410844
14 23 3.605551275463989
14 24 101.59724405711013
14 25 39.81205847478876
14 26 80.80222769206304
14 27 47.53945729601885
14 28 40.718546143004666
14 29 67.20119046564577
14 30 33.61547262794322
14 31 36.40054944640259
14 32 75.02666192761077
14 33 69.42621983083913
14 34 29.0
14 35 50.47771785649585
14 36 53.71219600798314
14 37 31.240998703626616
14 38 94.93682109698007
14 39 84.53401682163222
14 40 45.18849411078001
14 41 38.27531841800928
14 42 56.36488268416781
14 43 58.05170109479997
14 44 93.94147114027967
14 45 87.20091742636656
14 46 46.400431032480725
14 47 90.55385138137417
14 48 48.25971404805462
14 49 57.245087125446844
14 50 72.53275122315436
14 51 58.42088667591412
14 52 39.45883931389772
14 53 85.0235261559999
14 54 50.08991914547278
14 55 80.8084154033477
14 56 6.708203932499369
14 57 53.23532661682466
14 58 23.600847442411894
14 59 66.06814663663572
14 60 85.492689745966
14 61 90.79647570252934
14 62 20.615528128088304
14 63 96.15092303249095
14 64 81.9084855189009
14 65 23.259406699226016
14 66 85.70880934886448
14 67 60.440052945046304
14 68 31.38470965295043
14 69 38.600518131237564
15 16 58.52349955359813
15 17 52.172789842982326
15 18 66.88796603276258
15 19 90.13878188659973
15 20 56.08029957123981
15 21 26.1725046566048
15 22 10.44030650891055
15 23 51.62363799656123
15 24 97.41663102366043
15 25 78.92401408950256
15 26 86.33075929238663
15 27 80.52328855678958
15 28 21.213203435596427
15 29 88.02272433866155
15 30 25.179356624028344
15 31 65.0
15 32 51.62363799656123
15 33 56.60388679233962
15 34 38.3275357934736
15 35 12.806248474865697
15 36 12.041594578792296
15 37 20.591260281974
15 38 87.09190547921202
15 39 81.8413098624405
15 40 53.08483775994799
15 41 55.326304774492215
15 42 59.43904440685432
15 43 73.17103251970687
15 44 90.0499861188218
15 45 91.76055797563569
15 46 6.082762530298219
15 47 57.271284253105414
15 48 88.3911760301898
15 49 21.93171219946131
15 50 35.34119409414458
15 51 33.60059523282288
15 52 28.0178514522438
15 53 59.20304046246274
15 54 93.47192091746055
15 55 44.384682042344295
15 56 44.553338819890925
15 57 12.727922061357855
15 58 28.30194339616981
15 59 41.773197148410844
15 60 79.75587752636166
15 61 69.42621983083913
15 62 30.4138126514911
15 63 48.83646178829912
15 64 41.0
15 65 29.410882339705484
15 66 52.32590180780452
15 67 72.56031973468694
15 68 26.476404589747453
15 69 27.16615541441225
16 17 28.442925306655784
16 18 52.009614495783374
16 19 40.496913462633174
16 20 14.422205101855956
16 21 52.3450093132096
16 22 59.481089431852205
16 23 56.302753041036986
16 24 43.41658669218482
16 25 49.9799959983992
16 26 27.85677655436824
16 27 43.04648650006177
16 28 70.178344238091
16 29 35.34119409414458
16 30 67.62396025078685
16 31 33.734255586866
16 32 28.284271247461902
16 33 15.264337522473747
16 34 75.0066663703967
16 35 69.46221994724903
16 36 48.662100242385755
16 37 57.8013840664737
16 38 35.77708763999664
16 39 26.248809496813376
16 40 14.317821063276353
16 41 23.021728866442675
16 42 4.47213595499958
16 43 20.808652046684813
16 44 35.608987629529715
16 45 33.54101966249684
16 46 53.14132102234569
16 47 47.4236228055175
16 48 56.356011214421486
16 49 41.012193308819754
16 50 43.657759905886145
16 51 29.154759474226502
16 52 32.2490309931942
16 53 36.05551275463989
16 54 64.40496875241847
16 55 45.79301256742124
16 56 55.00909015790027
16 57 47.67598976424087
16 58 57.982756057296896
16 59 27.313000567495326
16 60 26.419689627245813
16 61 36.40054944640259
16 62 52.40229002629561
16 63 72.01388754955533
16 64 52.32590180780452
16 65 46.69047011971501
16 66 44.598206241955516
16 67 17.88854381999832
16 68 66.70832032063167
16 69 73.60027173862879
17 18 24.73863375370596
17 19 39.45883931389772
17 20 40.11234224026316
17 21 33.95585369269929
17 22 48.010415536631214
17 23 28.653097563788805
17 24 69.77105417004964
17 25 29.068883707497267
17 26 49.040799340956916
17 27 28.460498941515414
17 28 54.91812087098393
17 29 39.21734310225516
17 30 50.0
17 31 13.0
17 32 50.28916384272063
17 33 41.10960958218893
17 34 53.33854141237835
17 35 59.00847396772772
17 36 47.4236228055175
17 37 41.593268686170845
17 38 63.56886030125127
17 39 52.80151512977634
17 40 14.142135623730951
17 41 6.4031242374328485
17 42 25.0
17 43 27.202941017470888
17 44 62.16912416947821
17 45 55.44366510251645
17 46 46.09772228646444
17 47 68.54195795277518
17 48 38.01315561749642
17 49 45.0
17 50 56.08029957123981
17 51 39.20459156782532
17 52 25.942243542145693
17 53 59.90826320300064
17 54 44.598206241955516
17 55 62.12889826803627
17 56 29.0
17 57 46.51881339845203
17 58 38.27531841800928
17 59 43.829214001622255
17 60 54.08326913195984
17 61 63.198101237299845
17 62 31.953090617340916
17 63 84.1486779456457
17 64 66.06814663663572
17 65 27.65863337187866
17 66 64.40496875241847
17 67 29.0
17 68 48.38388161361178
17 69 56.32051136131489
18 19 44.598206241955516
18 20 64.6297145282261
18 21 42.15447781671598
18 22 59.50630218724736
18 23 20.024984394500787
18 24 89.8443097808648
18 25 16.76305461424021
18 26 66.85057965343307
18 27 25.80697580112788
18 28 61.61168720299745
18 29 48.27007354458868
18 30 54.91812087098393
18 31 19.924858845171276
18 32 75.0
18 33 65.62011886609167
18 34 52.08646657242167
18 35 69.6419413859206
18 36 65.85590330410783
18 37 49.9799959983992
18 38 85.32877591996736
18 39 73.7563556583431
18 40 38.2099463490856
18 41 29.068883707497267
18 42 48.010415536631214
18 43 43.08131845707603
18 44 82.71033792700887
18 45 73.00684899377592
18 46 61.29437168288782
18 47 93.04837451562494
18 48 25.079872407968907
18 49 66.06814663663572
18 50 79.07591289387686
18 51 62.64982043070834
18 52 46.22769732530488
18 53 84.64632301523794
18 54 27.65863337187866
18 55 85.88364221433555
18 56 26.1725046566048
18 57 65.11528238439882
18 58 43.41658669218482
18 59 68.15423684555495
18 60 75.95393340703298
18 61 87.69264507357501
18 62 38.27531841800928
18 63 106.04244433244644
18 64 89.04493247793498
18 65 37.589892258425
18 66 88.76936408468859
18 67 46.486557196677836
18 68 52.773099207835045
18 69 60.530983801686226
19 20 54.037024344425184
19 21 73.348483283569
19 22 87.14355971613737
19 23 61.40032573203501
19 24 56.43580423808985
19 25 30.23243291566195
19 26 32.984845004941285
19 27 19.209372712298546
19 28 94.36630754670864
19 29 7.280109889280518
19 30 89.26925562588724
19 31 29.154759474226502
19 32 68.41052550594829
19 33 54.67174773134658
19 34 91.18113840043894
19 35 98.12746812182611
19 36 83.18653737234169
19 37 81.04936767180853
19 38 56.92099788303083
19 39 45.31004303683677
19 40 37.8549864614954
19 41 35.014282800023196
19 42 36.71511950137164
19 43 19.72308292331602
19 44 51.419840528729765
19 45 37.21558813185679
19 46 84.09518416651456
19 47 87.20665112249179
19 48 29.120439557122072
19 49 77.88452991448301
19 50 83.6301381082203
19 51 67.77905281132217
19 52 62.289646009589745
19 53 74.96665925596525
19 54 36.49657518178932
19 55 86.28441342444185
19 56 64.88451279003334
19 57 82.20097323024831
19 58 77.3692445355388
