NAME: dataset_100_02
NODES: 100
TYPE: SYMMETRIC
10 80 82.4756
10 81 106.8783
10 82 92.079
10 83 26.6233
10 84 234.1275
10 85 204.6283
10 86 298.5184
10 87 293.4562
10 88 92.504
10 89 16.4398
10 90 58.7958
10 91 279.7151
10 92 1.8586
10 93 295.4236
10 94 196.3314
10 95 220.1133
10 96 152.8392
10 97 236.9836
10 98 242.7116
10 99 32.9834
11 12 234.5825
11 13 8.7157
11 14 18.0175
11 15 284.604
11 16 10.8907
11 17 87.0283
11 18 275.0777
11 19 100.9126
11 20 175.462
11 21 67.7205
11 22 110.1722
11 23 4.8379
11 24 224.1941
11 25 52.5432
11 26 245.6775
11 27 50.3318
11 28 274.1966
11 29 95.5972
11 30 205.251
11 31 275.8124
11 32 279.4056
11 33 77.936
11 34 100.7182
11 35 68.5737
11 36 2.6736
11 37 245.5636
11 38 175.061
11 39 122.2688
11 40 243.5065
11 41 21.1814
11 42 151.5998
11 43 102.3002
11 44 127.7884
11 45 165.0941
11 46 144.2092
11 47 149.0575
11 48 169.2477
11 49 63.6713
11 50 138.5094
11 51 261.2308
11 52 169.3795
11 53 1.7615
11 54 180.7183
11 55 48.1987
11 56 176.6424
11 57 79.9921
11 58 199.0721
11 59 237.2188
11 60 224.8438
11 61 244.5287
11 62 125.3012
11 63 255.2555
11 64 82.1956
11 65 72.1506
11 66 267.5719
11 67 21.1932
11 68 58.9788
11 69 6.7273
11 70 31.3014
11 71 284.4054
11 72 67.8599
11 73 58.3386
11 74 292.7187
11 75 27.5393
11 76 86.2583
11 77 236.9711
11 78 40.3127
11 79 220.8326
11 80 217.7775
11 81 202.0179
11 82 115.1652
11 83 149.3184
11 84 247.0219
11 85 263.4721
11 86 105.7005
11 87 25.9532
11 88 292.1595
11 89 73.4494
11 90 2.6584
11 91 288.5126
11 92 115.0181
11 93 251.6282
11 94 166.9536
11 95 208.6702
11 96 253.4411
11 97 237.3899
11 98 144.382
11 99 131.4288
12 13 247.209
12 14 262.7119
12 15 121.4885
12 16 46.3993
12 17 206.0487
12 18 215.4255
12 19 111.9834
12 20 214.1553
12 21 11.7264
12 22 33.5525
12 23 262.7976
12 24 92.3171
12 25 27.5534
12 26 298.9244
12 27 86.4846
12 28 163.044
12 29 128.5207
12 30 292.046
12 31 211.7902
12 32 246.5998
12 33 101.7605
12 34 175.0801
12 35 215.0021
12 36 205.5978
12 37 90.4599
12 38 182.6116
12 39 265.7213
12 40 233.1172
12 41 60.2895
12 42 151.1503
12 43 114.9297
12 44 86.6235
12 45 143.4683
12 46 171.1224
12 47 2.8791
12 48 21.2071
12 49 149.9303
12 50 266.6659
12 51 124.1885
12 52 161.3031
12 53 213.3812
12 54 84.6479
12 55 223.3122
12 56 79.0052
12 57 102.8749
12 58 187.0534
12 59 193.2063
12 60 277.4304
12 61 225.4322
12 62 251.4119
12 63 30.2491
12 64 7.7591
12 65 71.0859
12 66 71.3787
12 67 211.2801
12 68 97.3603
12 69 19.1101
12 70 166.1376
12 71 128.2711
12 72 159.9837
12 73 191.2425
12 74 61.0638
12 75 2.0268
12 76 213.2999
12 77 136.3343
12 78 259.4469
12 79 272.8767
12 80 28.2761
12 81 65.2736
12 82 177.1287
12 83 130.3042
12 84 116.5873
12 85 288.1042
12 86 213.3098
12 87 14.4061
12 88 15.6675
12 89 215.1346
12 90 23.1694
12 91 244.961
12 92 141.3028
12 93 53.9083
12 94 56.7584
12 95 232.185
12 96 252.0125
12 97 249.4008
12 98 103.9418
12 99 33.2286
13 14 259.0683
13 15 112.3767
13 16 233.2687
13 17 33.7608
13 18 8.3401
13 19 296.7592
13 20 230.4401
13 21 288.706
13 22 72.6645
13 23 227.2468
13 24 65.4034
13 25 238.9183
13 26 101.4804
13 27 233.3451
13 28 60.3806
13 29 49.7583
13 30 208.8539
13 31 282.798
13 32 293.9046
13 33 121.9382
13 34 4.6544
13 35 250.7508
13 36 147.2887
13 37 40.4291
13 38 277.2986
13 39 72.5505
13 40 70.8537
13 41 232.0426
13 42 111.6827
13 43 197.1195
13 44 195.3456
13 45 83.9797
13 46 213.153
13 47 12.5953
13 48 24.4558
13 49 162.4551
13 50 115.2222
13 51 194.8181
13 52 219.8907
13 53 11.8837
13 54 217.5593
13 55 92.5553
13 56 54.4715
13 57 293.6702
13 58 35.5479
13 59 109.2982
13 60 34.4758
13 61 107.8401
13 62 221.1332
13 63 1.4781
13 64 146.0141
13 65 174.2633
13 66 171.4809
13 67 268.1809
13 68 85.8078
13 69 156.1339
13 70 21.3651
13 71 39.2587
13 72 33.5284
13 73 129.2167
13 74 68.249
13 75 98.3539
13 76 234.2017
13 77 179.6811
13 78 287.4774
13 79 41.7407
13 80 246.1562
13 81 274.2213
13 82 116.4294
13 83 72.314
13 84 299.796
13 85 91.4417
13 86 253.8554
13 87 180.3885
13 88 95.6097
13 89 232.7771
13 90 294.0396
13 91 1.2795
13 92 256.8037
13 93 99.8375
13 94 138.2108
13 95 261.1998
13 96 203.0553
13 97 289.7263
13 98 106.5759
13 99 76.697
14 15 207.1327
14 16 112.7721
14 17 86.6082
14 18 219.2076
14 19 21.4227
14 20 100.5868
14 21 32.5389
14 22 292.2519
14 23 261.194
14 24 106.865
14 25 171.4333
14 26 54.5339
14 27 167.3675
14 28 174.0051
14 29 245.964
14 30 97.5647
14 31 30.063
14 32 23.0079
14 33 218.3689
14 34 251.2985
14 35 35.0472
14 36 46.1618
14 37 226.263
14 38 80.4876
14 39 119.1864
14 40 6.1591
14 41 22.6392
14 42 102.1925
14 43 267.0761
14 44 206.2949
14 45 278.2498
14 46 295.1894
14 47 245.7221
14 48 180.4225
14 49 119.3712
14 50 150.4765
14 51 148.8588
14 52 151.3209
14 53 207.2576
14 54 188.9958
14 55 134.6254
14 56 237.1683
14 57 94.1589
14 58 237.5398
14 59 68.0544
14 60 118.2926
14 61 4.6905
14 62 279.2717
14 63 245.1993
14 64 56.6521
14 65 121.5043
14 66 119.7267
14 67 243.6289
14 68 128.0047
14 69 116.7791
14 70 293.2979
14 71 248.3186
14 72 156.812
14 73 212.1792
14 74 293.5573
14 75 139.1326
14 76 286.3297
14 77 243.4678
14 78 203.4506
14 79 244.9064
14 80 150.6273
14 81 60.4928
14 82 200.4723
14 83 167.3122
14 84 199.1716
14 85 99.5501
14 86 109.8183
14 87 68.1938
14 88 112.1447
14 89 175.7453
14 90 149.7735
14 91 39.0642
14 92 38.1586
14 93 219.3613
14 94 52.4395
14 95 251.7853
14 96 158.4385
14 97 182.0503
14 98 273.9436
14 99 208.204
15 16 1.0306
15 17 91.4879
15 18 81.644
15 19 267.1557
15 20 67.6781
15 21 268.9949
15 22 294.4777
15 23 282.7471
15 24 129.8038
15 25 178.1452
15 26 161.5417
15 27 213.4018
15 28 184.7442
15 29 98.8949
15 30 22.9452
15 31 75.535
15 32 207.5167
15 33 27.7682
15 34 5.9959
15 35 98.72
15 36 181.056
15 37 22.5094
15 38 224.1618
15 39 299.2866
15 40 223.1883
15 41 146.194
15 42 4.6993
15 43 14.1626
15 44 60.0751
15 45 108.0957
15 46 89.4947
15 47 39.9934
15 48 164.1002
15 49 190.5484
15 50 251.3266
15 51 245.1024
15 52 260.4923
15 53 200.8008
15 54 191.9519
15 55 75.6683
15 56 299.8779
15 57 139.201
15 58 279.9311
15 59 126.8167
15 60 130.9501
15 61 222.0046
15 62 230.7016
15 63 154.2935
15 64 160.0826
15 65 210.9588
15 66 188.7089
15 67 27.2704
15 68 6.3771
15 69 279.0185
15 70 280.8626
15 71 119.2247
15 72 83.7238
15 73 257.2593
15 74 140.9389
15 75 188.4583
15 76 168.4412
15 77 65.1422
15 78 262.5596
15 79 148.9047
15 80 40.4342
15 81 254.1546
15 82 60.2932
15 83 116.8315
15 84 114.4011
15 85 168.6156
15 86 225.6
15 87 85.9252
15 88 136.8753
15 89 24.7305
15 90 109.7646
15 91 224.2371
15 92 41.3247
15 93 9.2811
15 94 255.3301
15 95 241.4615
15 96 57.1612
15 97 13.2957
15 98 34.8301
15 99 64.2128
16 17 28.537
16 18 228.4659
16 19 142.914
16 20 212.2726
16 21 98.9106
16 22 210.6693
16 23 161.5688
16 24 92.8812
16 25 66.5028
16 26 12.6188
16 27 30.0505
16 28 76.2675
16 29 57.7826
16 30 161.1566
16 31 207.355
16 32 48.7661
16 33 175.6788
16 34 42.1076
16 35 213.8254
16 36 80.2265
16 37 248.0277
16 38 221.7001
16 39 215.6691
16 40 137.745
16 41 36.2203
16 42 231.7593
16 43 169.2455
16 44 42.348
16 45 16.6016
16 46 233.8279
16 47 68.4017
16 48 15.2671
16 49 232.7925
16 50 233.8976
16 51 112.3108
16 52 106.3973
16 53 161.3631
16 54 138.4008
16 55 219.9466
16 56 84.6473
16 57 178.2283
16 58 25.9641
16 59 152.6771
16 60 227.818
16 61 161.2376
16 62 66.6141
16 63 100.8261
16 64 157.221
16 65 294.0941
16 66 169.2593
16 67 273.2765
16 68 103.0247
16 69 116.7379
16 70 103.8516
16 71 209.8788
16 72 154.3209
16 73 75.4593
16 74 32.2766
16 75 62.4781
16 76 20.1891
16 77 111.0902
16 78 292.7749
16 79 198.0099
16 80 13.9689
16 81 207.37
16 82 268.3817
16 83 193.8679
16 84 123.758
16 85 230.4745
16 86 6.5378
16 87 222.3459
16 88 299.4625
16 89 157.8503
16 90 43.1907
16 91 91.1152
16 92 81.4801
16 93 94.6656
16 94 32.5559
16 95 122.5975
16 96 84.3981
16 97 259.1333
16 98 162.629
16 99 231.7813
17 18 86.7487
17 19 23.4312
17 20 181.6555
17 21 276.0818
17 22 189.1937
17 23 190.8473
17 24 42.3244
17 25 103.6707
17 26 185.2621
17 27 257.3672
17 28 138.3111
17 29 226.3892
17 30 119.015
17 31 262.774
17 32 36.9313
